id,access,surveyed,ground_50,shrubs_50,trees_50,elevation,ndvi1,lat,lon
359,,water,,,,180.500000000000000,-0.042047530412674,47.0753655,-88.2748963
360,,water,,,,180.500000000000000,-0.044241316616535,47.0753655,-88.2746269
361,,water,,,,180.500000000000000,-0.043792977929115,47.0753655,-88.2743574
362,,water,,,,180.500000000000000,-0.051383398473263,47.0753655,-88.2740879
363,,water,,,,182.562042236328125,-0.045454546809196,47.0753655,-88.2738184
364,,water,,,,183.512191772460938,-0.054968286305666,47.0753655,-88.2735489
365,,water,,,,183.427154541015625,-0.047619048506021,47.0753655,-88.2732794
366,,water,,,,183.399887084960938,-0.062717773020267,47.0753655,-88.2730099
367,,water,,,,184.230651855468750,-0.044727392494678,47.0753655,-88.2727404
368,,water,,,,185.577239990234375,-0.043902438133955,47.0753655,-88.2724709
369,,water,,,,187.269638061523438,-0.033861447125673,47.0753655,-88.2722014
370,d,y,m,,f rm,188.693359375000000,0.132541790604591,47.0753655,-88.2719319
371,d,y,m mu,,f wb,189.170242309570312,0.358272761106491,47.0753655,-88.2716624
372,d,y,m,,wb f mm,189.170242309570312,0.340673565864563,47.0753655,-88.2713929
373,,n,,,,189.679748535156250,0.381350755691528,47.0753655,-88.2711234
374,,n,,,,189.301651000976562,0.386704504489899,47.0753655,-88.2708539
375,,n,,,,189.769256591796875,0.391199529170990,47.0753655,-88.2705844
376,,n,,,,190.042282104492188,0.361157715320587,47.0753655,-88.2703149
377,,n,,,,189.397872924804659,0.389734238386154,47.0753655,-88.2700454
378,,n,,,,189.617065429687500,0.335779011249542,47.0753655,-88.2697760
379,,n,,,,189.925811767578125,0.325395107269287,47.0753655,-88.2695065
380,,n,,,,190.318435668945312,0.366412222385406,47.0753655,-88.2692370
381,,n,,,,188.760375976562500,0.389152407646179,47.0753655,-88.2689675
382,,n,,,,186.728729248046875,0.383908957242966,47.0753655,-88.2686980
383,m,y,cm m l,ma,p wb pc f,180.500000000000000,0.165539801120758,47.0753655,-88.2684285
384,,water,,,,180.500000000000000,-0.044012282043695,47.0753655,-88.2681590
385,,water,,,,180.500000000000000,-0.045977011322975,47.0753655,-88.2678895
386,,water,,,,180.500000000000000,-0.046410441398621,47.0753655,-88.2676200
387,,water,,,,180.500000000000000,-0.050467289984226,47.0751820,-88.2789388
388,,water,,,,180.500000000000000,-0.049629628658295,47.0751820,-88.2786693
389,,water,,,,180.500000000000000,-0.050595238804817,47.0751820,-88.2783998
390,,water,,,,180.500000000000000,-0.048148147761822,47.0751820,-88.2781303
391,,water,,,,180.500000000000000,-0.043771043419838,47.0751820,-88.2778608
392,,water,,,,180.500000000000000,-0.045994065701962,47.0751820,-88.2775913
393,,water,,,,180.500000000000000,-0.050407707691193,47.0751820,-88.2773218
394,,water,,,,180.500000000000000,-0.046142488718033,47.0751820,-88.2770523
395,,water,,,,180.500000000000000,-0.045572433620691,47.0751820,-88.2767828
396,,water,,,,180.500000000000000,-0.045972783118486,47.0751820,-88.2765133
397,,water,,,,180.500000000000000,-0.043733920902014,47.0751820,-88.2762438
398,,water,,,,180.500000000000000,-0.045123726129532,47.0751820,-88.2759743
399,,water,,,,180.500000000000000,-0.035792548209429,47.0751820,-88.2757048
400,,water,,,,180.500000000000000,-0.041973490267992,47.0751820,-88.2754353
401,,water,,,,180.500000000000000,-0.040029380470514,47.0751820,-88.2751658
402,,water,,,,180.500000000000000,-0.038532111793756,47.0751820,-88.2748963
403,,water,,,,180.500000000000000,-0.042437430471182,47.0751820,-88.2746269
404,,water,,,,180.500000000000000,-0.049413438886404,47.0751820,-88.2743574
405,,water,,,,180.500000000000000,-0.006145741790533,47.0751820,-88.2740879
406,s,y,m fw hw g oed bbbf l,ma,wb qa f mm csb pc,182.562042236328125,0.103640042245388,47.0751820,-88.2738184
407,s,y,m l hw bhs cnb,ma cy,wb mm avc yb,183.512191772460938,0.097584538161755,47.0751820,-88.2735489
408,s,y,fw d,ma,wb mm pc f,183.427154541015625,0.203465223312378,47.0751820,-88.2732794
409,m,y,m fw,cy ma wf,wb f,183.399887084960938,0.198044016957283,47.0751820,-88.2730099
410,s,y,m l,ma cy fw,wb pc f,184.230651855468750,0.191072180867195,47.0751820,-88.2727404
411,m,y,m l gr mu,cy ma,f wb pc,185.577239990234375,0.243430152535439,47.0751820,-88.2724709
412,d,y,m l hw,,f wb pc qa,187.269638061523438,0.274699896574020,47.0751820,-88.2722014
413,d,y,m,cy,wb f mm,188.693359375000000,0.344233691692352,47.0751820,-88.2719319
414,m,y,m l mu,cy ma,wb f,189.170242309570312,0.398874133825302,47.0751820,-88.2716624
415,d,y,m,cy,f wb mm,189.170242309570312,0.381688952445984,47.0751820,-88.2713929
416,,n,,,,189.679748535156250,0.383663356304169,47.0751820,-88.2711234
417,,n,,,,189.301651000976562,0.413725495338440,47.0751820,-88.2708539
418,,n,,,,189.769256591796875,0.369373083114624,47.0751820,-88.2705844
419,,n,,,,190.042282104492188,0.286563068628311,47.0751820,-88.2703149
420,,n,,,,189.397872924804659,0.328876435756683,47.0751820,-88.2700454
421,,n,,,,189.617065429687500,0.312152862548828,47.0751820,-88.2697760
422,,n,,,,189.925811767578125,0.324944823980331,47.0751820,-88.2695065
423,,n,,,,190.318435668945312,0.374580532312393,47.0751820,-88.2692370
424,,n,,,,188.760375976562500,0.410988152027130,47.0751820,-88.2689675
425,,n,,,,186.728729248046875,0.388476222753525,47.0751820,-88.2686980
426,m,y,m l,ma,mm wb f pc,180.500000000000000,0.242644101381302,47.0751820,-88.2684285
427,,water,,,,180.500000000000000,-0.026956804096699,47.0751820,-88.2681590
428,,water,,,,180.500000000000000,-0.043881554156542,47.0751820,-88.2678895
429,,water,,,,180.500000000000000,-0.040867991745472,47.0751820,-88.2676200
430,,water,,,,180.500000000000000,-0.046210721135139,47.0749984,-88.2789388
431,,water,,,,180.500000000000000,-0.048744462430477,47.0749984,-88.2786693
432,,water,,,,180.500000000000000,-0.046735905110836,47.0749984,-88.2783998
433,,water,,,,180.500000000000000,-0.049253731966019,47.0749984,-88.2781303
434,,water,,,,180.500000000000000,-0.044964697211981,47.0749984,-88.2778608
435,,water,,,,180.500000000000000,-0.049095608294010,47.0749984,-88.2775913
436,,water,,,,180.500000000000000,-0.048291232436895,47.0749984,-88.2773218
437,,water,,,,180.500000000000000,-0.045084998011589,47.0749984,-88.2770523
438,,water,,,,180.500000000000000,-0.041358936578035,47.0749984,-88.2767828
439,,water,,,,180.500000000000000,-0.040322579443455,47.0749984,-88.2765133
440,,water,,,,180.500000000000000,-0.040466643869877,47.0749984,-88.2762438
441,,water,,,,180.500000000000000,-0.044874131679535,47.0749984,-88.2759743
442,,water,,,,180.500000000000000,-0.034381859004498,47.0749984,-88.2757048
443,,water,,,,180.500000000000000,-0.041407108306885,47.0749984,-88.2754353
444,,water,,,,180.500000000000000,-0.038475632667542,47.0749984,-88.2751658
445,,water,,,,180.500000000000000,-0.040204677730799,47.0749984,-88.2748963
446,,water,,,,181.814987182617188,-0.047891352325678,47.0749984,-88.2746269
447,,water,,,,183.563720703125000,-0.045926921069622,47.0749984,-88.2743574
448,s,y,hw l oed g cd,ma r,wb f qa,186.435379028320312,0.145690679550171,47.0749984,-88.2740879
449,s,y,ml mu,ma cy,mm wb f pc yb,187.294982910156250,0.350251674652100,47.0749984,-88.2738184
450,d,y,m  mu,cy ma,mm f wb,187.726104736328125,0.382970124483109,47.0749984,-88.2735489
451,,n,,,,187.341552734375000,0.368267238140106,47.0749984,-88.2732794
452,,n,,,,187.489501953125000,0.403164416551590,47.0749984,-88.2730099
453,,n,,,,187.780700683593750,0.421691387891769,47.0749984,-88.2727404
454,,n,,,,188.609664916992188,0.384869098663330,47.0749984,-88.2724709
455,,n,,,,190.668884277343750,0.397634595632553,47.0749984,-88.2722014
456,d,y,m,cy ma,f mm,191.592681884765625,0.371212124824524,47.0749984,-88.2719319
457,d,y,m mu,cy,f wb mm,192.154190063476562,0.375806778669357,47.0749984,-88.2716624
458,d,y,m mu,cy,wb f rm,192.154190063476562,0.359846860170364,47.0749984,-88.2713929
459,,n,,,,191.109024047851562,0.417656362056732,47.0749984,-88.2711234
460,,n,,,,191.712631225585966,0.384708255529404,47.0749984,-88.2708539
461,,n,,,,191.235183715820312,0.361157715320587,47.0749984,-88.2705844
462,,n,,,,190.633117675781250,0.392907798290253,47.0749984,-88.2703149
463,,n,,,,191.875915527343750,0.332313060760498,47.0749984,-88.2700454
464,,n,,,,191.559020996093750,0.346788197755814,47.0749984,-88.2697760
465,,n,,,,190.803863525390625,0.409650325775146,47.0749984,-88.2695065
466,,n,,,,190.147689819335938,0.391867280006409,47.0749984,-88.2692370
467,,n,,,,188.872161865234375,0.448472946882248,47.0749984,-88.2689675
468,,n,,,,187.855621337890625,0.397362709045410,47.0749984,-88.2686980
469,m,y,l m,cy ma,rm pc mm f bh,185.403045654296875,0.335835635662079,47.0749984,-88.2684285
470,,water,,,,180.500000000000000,0.015909090638161,47.0749984,-88.2681590
471,,water,,,,180.500000000000000,-0.044025156646967,47.0749984,-88.2678895
472,,water,,,,180.500000000000000,-0.048410404473543,47.0749984,-88.2676200
473,,water,,,,180.500000000000000,-0.045959971845150,47.0748149,-88.2789388
474,,water,,,,180.500000000000000,-0.053923390805721,47.0748149,-88.2786693
475,,water,,,,180.500000000000000,-0.045673970133066,47.0748149,-88.2783998
476,,water,,,,180.500000000000000,-0.045386902987957,47.0748149,-88.2781303
477,,water,,,,180.500000000000000,-0.046494465321302,47.0748149,-88.2778608
478,,water,,,,180.500000000000000,-0.048608534038067,47.0748149,-88.2775913
479,,water,,,,180.500000000000000,-0.051386322826147,47.0748149,-88.2773218
480,,water,,,,180.500000000000000,-0.041727673262358,47.0748149,-88.2770523
481,,water,,,,180.500000000000000,-0.046357616782188,47.0748149,-88.2767828
482,,water,,,,180.500000000000000,-0.040995609015226,47.0748149,-88.2765133
483,,water,,,,180.500000000000000,-0.043383158743382,47.0748149,-88.2762438
484,,water,,,,180.500000000000000,-0.040875911712646,47.0748149,-88.2759743
485,,water,,,,180.500000000000000,-0.041146215051413,47.0748149,-88.2757048
486,,water,,,,180.500000000000000,-0.036496348679066,47.0748149,-88.2754353
487,,water,,,,180.500000000000000,-0.049743965268135,47.0748149,-88.2751658
488,,water,,,,180.500000000000000,-0.048841353505850,47.0748149,-88.2748963
489,,water,,,,185.647033691406250,-0.046864684671164,47.0748149,-88.2746269
490,s,y,m l mu,ma,f wb pc,187.156860351562500,0.253641605377197,47.0748149,-88.2743574
491,s,y,m l,ma,f rm wb p,188.309783935546875,0.355564832687378,47.0748149,-88.2740879
492,,n,,,,189.286483764648438,0.373653680086136,47.0748149,-88.2738184
493,,n,,,,189.480911254882812,0.403885066509247,47.0748149,-88.2735489
494,,n,,,,189.554199218750028,0.430995464324951,47.0748149,-88.2732794
495,,n,,,,189.770401000976562,0.403629034757614,47.0748149,-88.2730099
496,,n,,,,189.954467773437500,0.405459254980087,47.0748149,-88.2727404
497,,n,,,,190.299133300781250,0.419116228818893,47.0748149,-88.2724709
498,,n,,,,191.559585571289062,0.423590928316116,47.0748149,-88.2722014
499,d,y,,cy,wb f,192.789016723632812,0.385405957698822,47.0748149,-88.2719319
500,d,y,mu n,cy ma,f mm wb,194.424362182617188,0.373203724622726,47.0748149,-88.2716624
501,d,y,mu,cy,mm wb f,194.424362182617188,0.397508025169373,47.0748149,-88.2713929
502,,n,,,,194.443252563476562,0.364790529012680,47.0748149,-88.2711234
503,,n,,,,193.939315795898438,0.390515476465225,47.0748149,-88.2708539
504,,n,,,,193.424774169921875,0.342235624790192,47.0748149,-88.2705844
505,,n,,,,192.576019287109375,0.371617436408997,47.0748149,-88.2703149
506,,n,,,,192.116424560546875,0.392260700464249,47.0748149,-88.2700454
507,,n,,,,191.150375366210938,0.394816160202026,47.0748149,-88.2697760
508,,n,,,,190.131881713867188,0.420941412448883,47.0748149,-88.2695065
509,,n,,,,189.178817749023438,0.456639081239700,47.0748149,-88.2692370
510,,n,,,,189.633529663085966,0.466193437576294,47.0748149,-88.2689675
511,,n,,,,188.516983032226562,0.433276534080505,47.0748149,-88.2686980
512,,n,,,,187.540359497070312,0.420723617076874,47.0748149,-88.2684285
513,m,y,m fw l csh fw,reb rod,p wb f mm,180.500000000000000,0.184653460979462,47.0748149,-88.2681590
514,,water,,,,180.500000000000000,-0.041208792477846,47.0748149,-88.2678895
515,,water,,,,180.500000000000000,-0.048981051892042,47.0748149,-88.2676200
516,,water,,,,180.500000000000000,-0.042513862252235,47.0746314,-88.2789388
517,,water,,,,180.500000000000000,-0.050407707691193,47.0746314,-88.2786693
518,,water,,,,180.500000000000000,-0.048435170203447,47.0746314,-88.2783998
519,,water,,,,180.500000000000000,-0.042671613395214,47.0746314,-88.2781303
520,,water,,,,180.500000000000000,-0.042521994560957,47.0746314,-88.2778608
521,,water,,,,180.500000000000000,-0.044918999075890,47.0746314,-88.2775913
522,,water,,,,180.500000000000000,-0.047302290797234,47.0746314,-88.2773218
523,,water,,,,180.500000000000000,-0.040875911712646,47.0746314,-88.2770523
524,,water,,,,180.500000000000000,-0.048104956746101,47.0746314,-88.2767828
525,,water,,,,180.500000000000000,-0.042815674096346,47.0746314,-88.2765133
526,,water,,,,180.500000000000000,-0.036821000277996,47.0746314,-88.2762438
527,,water,,,,180.500000000000000,-0.038742691278458,47.0746314,-88.2759743
528,,water,,,,180.500000000000000,-0.037687521427870,47.0746314,-88.2757048
529,,water,,,,180.500000000000000,-0.040381792932749,47.0746314,-88.2754353
530,,water,,,,180.500000000000000,-0.040229886770248,47.0746314,-88.2751658
531,,water,,,,180.500000000000000,-0.049374129623175,47.0746314,-88.2748963
532,,water,,,,185.647033691406250,0.137418508529663,47.0746314,-88.2746269
533,s,y,mu l m,ma,f rm pc wb,187.156860351562500,0.389000415802002,47.0746314,-88.2743574
534,,n,,,,188.309783935546875,0.417149484157562,47.0746314,-88.2740879
535,,n,,,,189.286483764648438,0.387639313936234,47.0746314,-88.2738184
536,,n,,,,189.480911254882812,0.422273784875870,47.0746314,-88.2735489
537,,n,,,,189.554199218750028,0.428957015275955,47.0746314,-88.2732794
538,,n,,,,189.770401000976562,0.380143284797668,47.0746314,-88.2730099
539,,n,,,,189.954467773437500,0.356707960367203,47.0746314,-88.2727404
540,,n,,,,190.299133300781250,0.415252596139908,47.0746314,-88.2724709
541,,n,,,,191.559585571289062,0.417701542377472,47.0746314,-88.2722014
542,d,y,m mu,cy,wb mm f,192.789016723632812,0.414229243993759,47.0746314,-88.2719319
543,d,y,mu,cy,wb mm f,194.424362182617188,0.362478762865067,47.0746314,-88.2716624
544,d,y,,cy,wb mm f,194.424362182617188,0.414779514074326,47.0746314,-88.2713929
545,,n,,,,194.443252563476562,0.394801974296570,47.0746314,-88.2711234
546,,n,,,,193.939315795898438,0.412301599979401,47.0746314,-88.2708539
547,,n,,,,193.424774169921875,0.387830376625061,47.0746314,-88.2705844
548,,n,,,,192.576019287109375,0.425380319356918,47.0746314,-88.2703149
549,,n,,,,192.116424560546875,0.450027614831924,47.0746314,-88.2700454
550,,n,,,,191.150375366210938,0.399879246950150,47.0746314,-88.2697760
551,,n,,,,190.131881713867188,0.460221201181412,47.0746314,-88.2695065
552,,n,,,,189.178817749023438,0.474516689777374,47.0746314,-88.2692370
553,,n,,,,189.633529663085966,0.476576268672943,47.0746314,-88.2689675
554,,n,,,,188.516983032226562,0.489056080579758,47.0746314,-88.2686980
555,,n,,,,187.540359497070312,0.444833308458328,47.0746314,-88.2684285
556,m,y,fw m l mu,,p m yb wb,180.500000000000000,0.333617568016052,47.0746314,-88.2681590
557,,water,,,,180.500000000000000,-0.001260239398107,47.0746314,-88.2678895
558,,water,,,,180.500000000000000,-0.045147530734539,47.0746314,-88.2676200
559,,water,,,,180.500000000000000,-0.049241021275520,47.0744478,-88.2789388
560,,water,,,,180.500000000000000,-0.050618670880795,47.0744478,-88.2786693
561,,water,,,,180.500000000000000,-0.047477744519711,47.0744478,-88.2783998
562,,water,,,,180.500000000000000,-0.040763862431049,47.0744478,-88.2781303
563,,water,,,,180.500000000000000,-0.041911765933037,47.0744478,-88.2778608
564,,water,,,,180.500000000000000,-0.045303866267204,47.0744478,-88.2775913
565,,water,,,,180.500000000000000,-0.039766509085894,47.0744478,-88.2773218
566,,water,,,,180.500000000000000,-0.039795543998480,47.0744478,-88.2770523
567,,water,,,,180.500000000000000,-0.041195772588253,47.0744478,-88.2767828
568,,water,,,,180.500000000000000,-0.043792977929115,47.0744478,-88.2765133
569,,water,,,,180.500000000000000,-0.037681158632040,47.0744478,-88.2762438
570,,water,,,,180.500000000000000,-0.037118706852198,47.0744478,-88.2759743
571,,water,,,,180.500000000000000,-0.031215570867062,47.0744478,-88.2757048
572,,water,,,,180.500000000000000,-0.043699927628040,47.0744478,-88.2754353
573,,water,,,,180.500000000000000,-0.042957745492458,47.0744478,-88.2751658
574,,water,,,,185.000457763671875,0.052112240344286,47.0744478,-88.2748963
575,s,y,m l,ma,p f wb,188.372161865234375,0.343624442815781,47.0744478,-88.2746269
576,,n,,,,189.047546386718750,0.432126700878143,47.0744478,-88.2743574
577,,n,,,,190.219635009765625,0.406999617815018,47.0744478,-88.2740879
578,m,y,,,f ma rm,190.752227783203125,0.386967003345490,47.0744478,-88.2738184
579,m,y,m l,,yb pc mm f rm,191.147827148437500,0.426530212163925,47.0744478,-88.2735489
580,m,y,m,cy,wb p mm,190.987686157226562,0.362864822149277,47.0744478,-88.2732794
581,m,y,m mu,cy ma,mm pc p f,190.883224487304659,0.350665569305420,47.0744478,-88.2730099
582,m,y,m mu,,p f,191.140930175781250,0.349905997514725,47.0744478,-88.2727404
583,m,y,m l,,p f rm,191.692077636718750,0.325306385755539,47.0744478,-88.2724709
584,d,y,m,cy,wb f,193.366043090820312,0.370913654565811,47.0744478,-88.2722014
585,d,y,m mu,cy,wb f mm,194.540908813476562,0.414393037557602,47.0744478,-88.2719319
586,d,y,mu,cy,wb f mm,195.518890380859347,0.361840665340424,47.0744478,-88.2716624
587,d,y,,cy,wb mm f,195.518890380859347,0.386763811111450,47.0744478,-88.2713929
588,,n,,,,195.916534423828125,0.430884897708893,47.0744478,-88.2711234
589,,n,,,,195.627029418945312,0.427470624446869,47.0744478,-88.2708539
590,,n,,,,195.395431518554688,0.384773254394531,47.0744478,-88.2705844
591,,n,,,,193.863952636718750,0.427184462547302,47.0744478,-88.2703149
592,,n,,,,194.013916015625000,0.429177105426788,47.0744478,-88.2700454
593,,n,,,,193.574935913085966,0.413915097713470,47.0744478,-88.2697760
594,,n,,,,191.448287963867188,0.485882550477982,47.0744478,-88.2695065
595,,n,,,,191.036605834960938,0.495501607656479,47.0744478,-88.2692370
596,,n,,,,190.350631713867188,0.477941185235977,47.0744478,-88.2689675
597,,n,,,,188.551635742187500,0.495851308107376,47.0744478,-88.2686980
598,,n,,,,188.211410522460938,0.447560101747513,47.0744478,-88.2684285
599,m,y,m l,cy ma r,mm rm f,184.914031982421875,0.388612926006317,47.0744478,-88.2681590
600,,water,,,,180.500000000000000,0.022754490375519,47.0744478,-88.2678895
601,,water,,,,180.500000000000000,-0.044797178357840,47.0744478,-88.2676200
602,,water,,,,180.500000000000000,-0.049424007534981,47.0742643,-88.2789388
603,,water,,,,180.500000000000000,-0.044831417500973,47.0742643,-88.2786693
604,,water,,,,180.500000000000000,-0.047935102134943,47.0742643,-88.2783998
605,,water,,,,180.500000000000000,-0.048108704388142,47.0742643,-88.2781303
606,,water,,,,180.500000000000000,-0.045790251344442,47.0742643,-88.2778608
607,,water,,,,180.500000000000000,-0.046357616782188,47.0742643,-88.2775913
608,,water,,,,180.500000000000000,-0.045972783118486,47.0742643,-88.2773218
609,,water,,,,180.500000000000000,-0.044841416180134,47.0742643,-88.2770523
610,,water,,,,180.500000000000000,-0.040029112249613,47.0742643,-88.2767828
611,,water,,,,180.500000000000000,-0.046299673616886,47.0742643,-88.2765133
612,,water,,,,180.500000000000000,-0.036955725401640,47.0742643,-88.2762438
613,,water,,,,180.500000000000000,-0.039764359593391,47.0742643,-88.2759743
614,,water,,,,180.500000000000000,-0.035727441310883,47.0742643,-88.2757048
615,,water,,,,180.500000000000000,-0.035259906202555,47.0742643,-88.2754353
616,,water,,,,183.355667114257812,-0.047383308410645,47.0742643,-88.2751658
617,,water,,,,188.934722900390625,0.248376265168190,47.0742643,-88.2748963
618,s,y,l m wl,ma,p f wb,190.528396606445312,0.326068013906479,47.0742643,-88.2746269
619,m,y,m mu,ma,f mm pc rm p,190.639312744140653,0.354246705770493,47.0742643,-88.2743574
620,s,y,m,,mm f yb rm,191.652053833007812,0.409294188022614,47.0742643,-88.2740879
621,m,y,m,,f yb pc rmm,192.978500366210938,0.355050206184387,47.0742643,-88.2738184
622,m,y,m l mu,cy ma,wb yb f mm,194.657806396484375,0.398148149251938,47.0742643,-88.2735489
623,m,y,m mu,cy ma,mm wb yb f,195.407333374023438,0.371500194072723,47.0742643,-88.2732794
624,m,y,m mu,cy ma,yb wb mm p rm,197.171569824218750,0.378812849521637,47.0742643,-88.2730099
625,m,y,m mu,cy ma,mm wb f yb,197.821472167968750,0.357113242149353,47.0742643,-88.2727404
626,d,y,m mu,ma,f wb,197.908569335937500,0.386726737022400,47.0742643,-88.2724709
627,d,y,m,cy,wb f yb,197.485610961914034,0.399876266717911,47.0742643,-88.2722014
628,d,y,m mu,cy,wb f,198.112518310546875,0.398984760046005,47.0742643,-88.2719319
629,d,y,,,p wb f yb mm,198.952896118164062,0.371594935655594,47.0742643,-88.2716624
630,d,y,,cy,wb f,198.952896118164062,0.436083048582077,47.0742643,-88.2713929
631,,n,,,,200.104171752929688,0.412070333957672,47.0742643,-88.2711234
632,,n,,,,196.920410156249972,0.424568146467209,47.0742643,-88.2708539
633,,n,,,,195.207015991210938,0.472519636154175,47.0742643,-88.2705844
634,,n,,,,193.962631225585966,0.494509220123291,47.0742643,-88.2703149
635,,n,,,,192.986801147460938,0.460311710834503,47.0742643,-88.2700454
636,,n,,,,192.182296752929688,0.434774339199066,47.0742643,-88.2697760
637,,n,,,,191.532241821289062,0.473498851060867,47.0742643,-88.2695065
638,,n,,,,192.112365722656250,0.490803807973862,47.0742643,-88.2692370
639,,n,,,,192.153686523437500,0.471856921911240,47.0742643,-88.2689675
640,,n,,,,188.673538208007812,0.466450810432434,47.0742643,-88.2686980
641,,n,,,,187.990463256835938,0.426248103380203,47.0742643,-88.2684285
642,,n,,,,187.246871948242188,0.412744522094727,47.0742643,-88.2681590
643,m,y,,ma cy,mm wb f,180.500000000000000,0.111273437738419,47.0742643,-88.2678895
644,,water,,,,180.500000000000000,-0.042243767529726,47.0742643,-88.2676200
645,,water,,,,180.500000000000000,-0.054912216961384,47.0740807,-88.2789388
646,,water,,,,180.500000000000000,-0.046176578849554,47.0740807,-88.2786693
647,,water,,,,180.500000000000000,-0.047197639942169,47.0740807,-88.2783998
648,,water,,,,180.500000000000000,-0.044665928930044,47.0740807,-88.2781303
649,,water,,,,180.500000000000000,-0.044117648154497,47.0740807,-88.2778608
650,,water,,,,180.500000000000000,-0.048493754118681,47.0740807,-88.2775913
651,,water,,,,180.500000000000000,-0.041195772588253,47.0740807,-88.2773218
652,,water,,,,180.500000000000000,-0.044874131679535,47.0740807,-88.2770523
653,,water,,,,180.500000000000000,-0.039912119507790,47.0740807,-88.2767828
654,,water,,,,180.500000000000000,-0.040411461144686,47.0740807,-88.2765133
655,,water,,,,180.500000000000000,-0.037393558770418,47.0740807,-88.2762438
656,,water,,,,180.500000000000000,-0.038742691278458,47.0740807,-88.2759743
657,,water,,,,180.500000000000000,-0.030178327113390,47.0740807,-88.2757048
658,,water,,,,180.500000000000000,-0.040028851479292,47.0740807,-88.2754353
659,,water,,,,183.355667114257812,-0.054494965821505,47.0740807,-88.2751658
660,d,y,m mu,cy ma,f wb p,188.934722900390625,0.165177434682846,47.0740807,-88.2748963
661,s,y,,ma,mm f wb,190.528396606445312,0.364145070314407,47.0740807,-88.2746269
662,s,y,m mu,ma,mm f rm yb wb,190.639312744140653,0.400318354368210,47.0740807,-88.2743574
663,m,y,m,ma,mm f wb,191.652053833007812,0.436491370201111,47.0740807,-88.2740879
664,m,y,m,,f pc yb,192.978500366210938,0.381197273731232,47.0740807,-88.2738184
665,m,y,m,cy,wb mm f,194.657806396484375,0.448807060718536,47.0740807,-88.2735489
666,m,y,m,cy,mm f wb,195.407333374023438,0.444879680871964,47.0740807,-88.2732794
667,d,y,m,cy,wb f,197.171569824218750,0.424705207347870,47.0740807,-88.2730099
668,m,y,m mu,cy ma,f wb mm,197.821472167968750,0.400648832321167,47.0740807,-88.2727404
669,m,y,m,cy,wb yb,197.908569335937500,0.376980811357498,47.0740807,-88.2724709
670,d,y,m,cy,wb yb f rm,197.485610961914034,0.391855955123901,47.0740807,-88.2722014
671,m,y,m,cy,wb mm rm,198.112518310546875,0.396256804466248,47.0740807,-88.2719319
672,d,y,,cy,f mm wb,198.952896118164062,0.388843327760696,47.0740807,-88.2716624
673,d,y,,cy,mm wb,198.952896118164062,0.362767994403839,47.0740807,-88.2713929
674,,n,,,,200.104171752929688,0.437702119350433,47.0740807,-88.2711234
675,,n,,,,196.920410156249972,0.464753359556198,47.0740807,-88.2708539
676,,n,,,,195.207015991210938,0.466858804225922,47.0740807,-88.2705844
677,,n,,,,193.962631225585966,0.431160807609558,47.0740807,-88.2703149
678,,n,,,,192.986801147460938,0.451343834400177,47.0740807,-88.2700454
679,,n,,,,192.182296752929688,0.478841096162796,47.0740807,-88.2697760
680,,n,,,,191.532241821289062,0.491040647029877,47.0740807,-88.2695065
681,,n,,,,192.112365722656250,0.417580217123032,47.0740807,-88.2692370
682,,n,,,,192.153686523437500,0.461228966712952,47.0740807,-88.2689675
683,,n,,,,188.673538208007812,0.448801755905151,47.0740807,-88.2686980
684,,n,,,,187.990463256835938,0.383874863386154,47.0740807,-88.2684285
685,,n,,,,187.246871948242188,0.412958621978760,47.0740807,-88.2681590
686,m,y,m l,rod cy,mm rm bh,180.500000000000000,0.248737111687660,47.0740807,-88.2678895
687,,water,,,,180.500000000000000,-0.038199182599783,47.0740807,-88.2676200
688,,water,,,,180.500000000000000,-0.047689463943243,47.0738972,-88.2789388
689,,water,,,,180.500000000000000,-0.050333086401224,47.0738972,-88.2786693
690,,water,,,,180.500000000000000,-0.045588236302137,47.0738972,-88.2783998
691,,water,,,,180.500000000000000,-0.047409038990736,47.0738972,-88.2781303
692,,water,,,,180.500000000000000,-0.044885944575071,47.0738972,-88.2778608
693,,water,,,,180.500000000000000,-0.042810097336769,47.0738972,-88.2775913
694,,water,,,,180.500000000000000,-0.040029112249613,47.0738972,-88.2773218
695,,water,,,,180.500000000000000,-0.043319985270500,47.0738972,-88.2770523
696,,water,,,,180.500000000000000,-0.041255932301283,47.0738972,-88.2767828
697,,water,,,,180.500000000000000,-0.038674034178257,47.0738972,-88.2765133
698,,water,,,,180.500000000000000,-0.035016585141420,47.0738972,-88.2762438
699,,water,,,,180.500000000000000,-0.035414386540651,47.0738972,-88.2759743
700,,water,,,,180.500000000000000,-0.042499091476202,47.0738972,-88.2757048
701,,water,,,,182.517562866210938,-0.040028337389231,47.0738972,-88.2754353
702,m,y,m l,cy ma,f wb mm,187.157440185546875,0.014637184329331,47.0738972,-88.2751658
703,m,y,m lttf mu,cy ma,f mm,190.243988037109375,0.332148402929306,47.0738972,-88.2748963
704,m,y,m,cy ma,f yb mm,191.235961914062500,0.380414694547653,47.0738972,-88.2746269
705,s,y,m mu,cy,f rm yb,193.410415649414034,0.408593744039536,47.0738972,-88.2743574
706,m,y,m mu,ma cy,mm f yb,195.315887451171875,0.444776117801666,47.0738972,-88.2740879
